"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2014"	"2014"	1095	318857056	0.3
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2015"	"2015"	1121	321418820	0.3
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2016"	"2016"	1209	323127513	0.4
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2017"	"2017"	1189	325719178	0.4
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2018"	"2018"	944	327167434	0.3
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2019"	"2019"	1077	328239523	0.3
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2020 "	"2020"	1261	329484123	0.4
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"1999"	"1999"	14259	279040168	5.1
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2000"	"2000"	14069	281421906	5.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2001"	"2001"	13887	284968955	4.9
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2002"	"2002"	14254	287625193	5.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2003"	"2003"	14378	290107933	5.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2004"	"2004"	14213	292805298	4.9
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2005"	"2005"	14549	295516599	4.9
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2006"	"2006"	14442	298379912	4.8
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2007"	"2007"	14599	301231207	4.8
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2008"	"2008"	13933	304093966	4.6
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2009"	"2009"	13116	306771529	4.3
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2010"	"2010"	12128	308745538	3.9
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2011"	"2011"	12036	311591917	3.9
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2012"	"2012"	11917	313914040	3.8
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2013"	"2013"	12084	316128839	3.8
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2014"	"2014"	11897	318857056	3.7
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2015"	"2015"	11715	321418820	3.6
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2016"	"2016"	11493	323127513	3.6
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2017"	"2017"	11108	325719178	3.4
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2018"	"2018"	10718	327167434	3.3
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2019"	"2019"	10412	328239523	3.2
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2020 "	"2020"	9672	329484123	2.9
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"1999"	"1999"	10393	279040168	3.7
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2000"	"2000"	10578	281421906	3.8
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2001"	"2001"	10442	284968955	3.7
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2002"	"2002"	10687	287625193	3.7
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2003"	"2003"	10518	290107933	3.6
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2004"	"2004"	10498	292805298	3.6
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2005"	"2005"	10410	295516599	3.5
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2006"	"2006"	10489	298379912	3.5
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2007"	"2007"	10421	301231207	3.5
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2008"	"2008"	10288	304093966	3.4
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2009"	"2009"	9883	306771529	3.2
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2010"	"2010"	9673	308745538	3.1
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2011"	"2011"	9702	311591917	3.1
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2012"	"2012"	9636	313914040	3.1
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2013"	"2013"	9583	316128839	3.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2014"	"2014"	9609	318857056	3.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2015"	"2015"	10017	321418820	3.1
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2016"	"2016"	10131	323127513	3.1
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2017"	"2017"	9902	325719178	3.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2018"	"2018"	9729	327167434	3.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2019"	"2019"	9713	328239523	3.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2020 "	"2020"	9573	329484123	2.9
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"1999"	"1999"	26672	279040168	9.6
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2000"	"2000"	31876	281421906	11.3
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2001"	"2001"	32326	284968955	11.3
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2002"	"2002"	29975	287625193	10.4
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2003"	"2003"	31444	290107933	10.8
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2004"	"2004"	30126	292805298	10.3
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2005"	"2005"	31999	295516599	10.8
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2006"	"2006"	31725	298379912	10.6
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2007"	"2007"	33500	301231207	11.1
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2008"	"2008"	38522	304093966	12.7
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2009"	"2009"	39829	306771529	13.0
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2010"	"2010"	38360	308745538	12.4
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2011"	"2011"	40184	311591917	12.9
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2012"	"2012"	42050	313914040	13.4
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2013"	"2013"	37752	316128839	11.9
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2014"	"2014"	32242	318857056	10.1
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2015"	"2015"	32042	321418820	10.0
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2016"	"2016"	33373	323127513	10.3
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2017"	"2017"	32750	325719178	10.1
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2018"	"2018"	32537	327167434	9.9
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2019"	"2019"	32408	328239523	9.9
	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2020 "	"2020"	34098	329484123	10.3
	"All other diseases (Residual) "	"GR113-111"	"1999"	"1999"	171683	279040168	61.5
	"All other diseases (Residual) "	"GR113-111"	"2000"	"2000"	178378	281421906	63.4
	"All other diseases (Residual) "	"GR113-111"	"2001"	"2001"	186406	284968955	65.4
	"All other diseases (Residual) "	"GR113-111"	"2002"	"2002"	194591	287625193	67.7
	"All other diseases (Residual) "	"GR113-111"	"2003"	"2003"	201676	290107933	69.5
	"All other diseases (Residual) "	"GR113-111"	"2004"	"2004"	201914	292805298	69.0
	"All other diseases (Residual) "	"GR113-111"	"2005"	"2005"	217632	295516599	73.6
	"All other diseases (Residual) "	"GR113-111"	"2006"	"2006"	237421	298379912	79.6
	"All other diseases (Residual) "	"GR113-111"	"2007"	"2007"	238192	301231207	79.1
	"All other diseases (Residual) "	"GR113-111"	"2008"	"2008"	252490	304093966	83.0
	"All other diseases (Residual) "	"GR113-111"	"2009"	"2009"	252818	306771529	82.4
	"All other diseases (Residual) "	"GR113-111"	"2010"	"2010"	269844	308745538	87.4
	"All other diseases (Residual) "	"GR113-111"	"2011"	"2011"	289913	311591917	93.0
	"All other diseases (Residual) "	"GR113-111"	"2012"	"2012"	305182	313914040	97.2
	"All other diseases (Residual) "	"GR113-111"	"2013"	"2013"	320065	316128839	101.2
	"All other diseases (Residual) "	"GR113-111"	"2014"	"2014"	322375	318857056	101.1
	"All other diseases (Residual) "	"GR113-111"	"2015"	"2015"	318858	321418820	99.2
	"All other diseases (Residual) "	"GR113-111"	"2016"	"2016"	322439	323127513	99.8
	"All other diseases (Residual) "	"GR113-111"	"2017"	"2017"	334511	325719178	102.7
	"All other diseases (Residual) "	"GR113-111"	"2018"	"2018"	343954	327167434	105.1
	"All other diseases (Residual) "	"GR113-111"	"2019"	"2019"	354698	328239523	108.1
	"All other diseases (Residual) "	"GR113-111"	"2020 "	"2020"	394166	329484123	119.6
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"1999"	"1999"	97860	279040168	35.1
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2000"	"2000"	97900	281421906	34.8
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2001"	"2001"	101537	284968955	35.6
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2002"	"2002"	106742	287625193	37.1
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2003"	"2003"	109277	290107933	37.7
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2004"	"2004"	112012	292805298	38.3
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2005"	"2005"	117809	295516599	39.9
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2006"	"2006"	121599	298379912	40.8
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2007"	"2007"	123706	301231207	41.1
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2008"	"2008"	121902	304093966	40.1
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2009"	"2009"	118021	306771529	38.5
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2010"	"2010"	120859	308745538	39.1
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2011"	"2011"	126438	311591917	40.6
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2012"	"2012"	127792	313914040	40.7
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2013"	"2013"	130557	316128839	41.3
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2014"	"2014"	135928	318857056	42.6
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2015"	"2015"	146571	321418820	45.6
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2016"	"2016"	161374	323127513	49.9
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2017"	"2017"	169936	325719178	52.2
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2018"	"2018"	167127	327167434	51.1
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2019"	"2019"	173040	328239523	52.7
	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2020 "	"2020"	200955	329484123	61.0
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"1999"	"1999"	46423	279040168	16.6
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2000"	"2000"	46749	281421906	16.6
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2001"	"2001"	47288	284968955	16.6
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2002"	"2002"	48366	287625193	16.8
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2003"	"2003"	48071	290107933	16.6
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2004"	"2004"	48053	292805298	16.4
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2005"	"2005"	48441	295516599	16.4
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2006"	"2006"	48412	298379912	16.2
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2007"	"2007"	46844	301231207	15.6
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2008"	"2008"	42709	304093966	14.0
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2009"	"2009"	39031	306771529	12.7
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2010"	"2010"	37961	308745538	12.3
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2011"	"2011"	38023	311591917	12.2
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2012"	"2012"	39045	313914040	12.4
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2013"	"2013"	37938	316128839	12.0
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2014"	"2014"	37939	318857056	11.9
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2015"	"2015"	40452	321418820	12.6
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2016"	"2016"	43048	323127513	13.3
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2017"	"2017"	43024	325719178	13.2
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2018"	"2018"	42032	327167434	12.8
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2019"	"2019"	41949	328239523	12.8
	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2020 "	"2020"	45162	329484123	13.7
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"1999"	"1999"	42401	279040168	15.2
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2000"	"2000"	43354	281421906	15.4
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2001"	"2001"	43788	284968955	15.4
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2002"	"2002"	45380	287625193	15.8
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2003"	"2003"	44757	290107933	15.4
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2004"	"2004"	44933	292805298	15.3
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2005"	"2005"	45343	295516599	15.3
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2006"	"2006"	45316	298379912	15.2
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2007"	"2007"	43945	301231207	14.6
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2008"	"2008"	39790	304093966	13.1
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2009"	"2009"	36216	306771529	11.8
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2010"	"2010"	35332	308745538	11.4
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2011"	"2011"	35303	311591917	11.3
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2012"	"2012"	36415	313914040	11.6
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2013"	"2013"	35369	316128839	11.2
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2014"	"2014"	35398	318857056	11.1
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2015"	"2015"	37757	321418820	11.7
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2016"	"2016"	40327	323127513	12.5
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2017"	"2017"	40231	325719178	12.4
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2018"	"2018"	39404	327167434	12.0
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2019"	"2019"	39107	328239523	11.9
	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2020 "	"2020"	42339	329484123	12.9
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"1999"	"1999"	2118	279040168	0.8
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2000"	"2000"	1492	281421906	0.5
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2001"	"2001"	1405	284968955	0.5
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2002"	"2002"	1086	287625193	0.4
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2003"	"2003"	1357	290107933	0.5
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2004"	"2004"	1199	292805298	0.4
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2005"	"2005"	1241	295516599	0.4
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2006"	"2006"	1181	298379912	0.4
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2007"	"2007"	1083	301231207	0.4
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2008"	"2008"	1140	304093966	0.4
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2009"	"2009"	1033	306771529	0.3
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2010"	"2010"	1029	308745538	0.3
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2011"	"2011"	950	311591917	0.3
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2012"	"2012"	981	313914040	0.3
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2013"	"2013"	1000	316128839	0.3
